the_geom,MeterNo,MeterType,LONG,LAT,Status,Borough,X,Y
POINT (-73.98634985169996 40.691694023870426),3013667,Strada,-73.9863498517,40.6916940239,Active,Brooklyn,988035.395961,191279.521362
POINT (-73.98495220303556 40.69210304452624),3013588,Strada,-73.984952203,40.6921030445,Active,Brooklyn,988422.959818,191428.603085
POINT (-73.98577799590554 40.69213342838944),3013589,Strada,-73.9857779959,40.6921334284,Active,Brooklyn,988193.95437,191439.634559
POINT (-73.98687362493341 40.69217473362777),3013590,Strada,-73.9868736249,40.6921747336,Active,Brooklyn,987890.119348,191454.635841
POINT (-73.98217823002787 40.68990803304188),3013664,Strada,-73.98217823,40.689908033,Active,Brooklyn,989192.383148,190629.04038
POINT (-73.98217196737174 40.68999080815046),3013663,Strada,-73.9821719674,40.6899908082,Active,Brooklyn,989194.113787,190659.198128
POINT (-73.97918836800692 40.689795320021325),3013691,Strada,-73.979188368,40.68979532,Active,Brooklyn,990021.549797,190588.158572
POINT (-73.98110652817505 40.68954407452956),3013668,Strada,-73.9811065282,40.6895440745,Active,Brooklyn,989489.619102,190496.501931
POINT (-73.9813960194402 40.68945093207431),3013675,Strada,-73.9813960194,40.6894509321,Active,Brooklyn,989409.343344,190462.550227
POINT (-73.98180801405168 40.69027982224265),3013674,Strada,-73.9818080141,40.6902798222,Active,Brooklyn,989295.024347,190764.515174
POINT (-73.98203027530887 40.69072627036764),3013673,Strada,-73.9820302753,40.6907262704,Inactive,Brooklyn,989233.35321,190927.156581
POINT (-73.99404714887807 40.703152562168775),3013690,Strada,-73.9940471489,40.7031525622,Active,Brooklyn,985900.533432,195453.96741
POINT (-73.9932509965729 40.70329526465563),3013689,Strada,-73.9932509966,40.7032952647,Active,Brooklyn,986121.276757,195505.974195
POINT (-73.99378966262154 40.702824340850775),3013688,Strada,-73.9937896626,40.7028243409,Active,Brooklyn,985971.934536,195334.391533
POINT (-73.99282861131186 40.69771627712427),3013547,Strada,-73.9928286113,40.6977162771,Active,Brooklyn,986238.556706,193473.392302
POINT (-73.99295801857195 40.69770771043616),3013546,Strada,-73.9929580186,40.6977077104,Active,Brooklyn,986202.673576,193470.268293
POINT (-73.99263503029366 40.69838363277417),3013545,Strada,-73.9926350303,40.6983836328,Active,Brooklyn,986292.214408,193716.534205
POINT (-73.99226241600648 40.69915802453198),3013544,Strada,-73.992262416,40.6991580245,Active,Brooklyn,986395.510789,193998.677013
POINT (-73.99200523358617 40.69969483917198),3013543,Strada,-73.9920052336,40.6996948392,Active,Brooklyn,986466.805594,194194.260939
POINT (-73.85525171529594 40.71120989496424),4522522,Strada,-73.8552517153,40.711209895,Active,Queens,1024379.15726,198422.595331
POINT (-73.85437306971376 40.711072115187406),4522521,Strada,-73.8543730697,40.7110721152,Active,Queens,1024622.83099,198372.801795
POINT (-73.85287846934743 40.71084124605356),4522520,Strada,-73.8528784693,40.7108412461,Active,Queens,1025037.32688,198289.381686
POINT (-73.85236165602225 40.71075577146048),4522519,Strada,-73.852361656,40.7107557715,Active,Queens,1025180.65828,198258.481814
POINT (-73.85161657034156 40.71063583599962),4522518,Strada,-73.8516165703,40.710635836,Active,Queens,1025387.29665,198215.134787
POINT (-73.85088235643354 40.710626143288174),4522517,Strada,-73.8508823564,40.7106261433,Active,Queens,1025590.85333,198211.949098
POINT (-73.85030833400283 40.71043017715187),4522516,Strada,-73.850308334,40.7104301772,Active,Queens,1025750.11515,198140.824241
POINT (-73.84971361348207 40.71033351932679),4522515,Strada,-73.8497136135,40.7103335193,Active,Queens,1025915.05412,198105.89124
POINT (-73.84923211118098 40.710254908948016),4522514,Strada,-73.8492321112,40.7102549089,Active,Queens,1026048.59388,198077.480535
POINT (-73.84826631800722 40.710312540687156),4522513,Strada,-73.848266318,40.7103125407,Active,Queens,1026316.31185,198098.93981
POINT (-73.84811982274253 40.71007917155833),4522512,Strada,-73.8481198227,40.7100791716,Active,Queens,1026357.07325,198013.986896
POINT (-73.84759759498041 40.70999755141782),4522511,Strada,-73.847597595,40.7099975514,Active,Queens,1026501.90663,197984.501719
POINT (-73.84672800711353 40.709860669854024),4522510,Strada,-73.8467280071,40.7098606699,Active,Queens,1026743.0774,197935.052342
POINT (-73.84546687998542 40.70965388849653),4522509,Strada,-73.84546688,40.7096538885,Active,Queens,1027092.84442,197860.330051
POINT (-73.84866799870547 40.73172877917049),4451775,Strada,-73.8486679987,40.7317287792,Active,Queens,1026191.47122,205901.329717
POINT (-73.84896090529308 40.732323172272295),4451776,Strada,-73.8489609053,40.7323231723,Active,Queens,1026109.91922,206117.745295
POINT (-73.84898947816966 40.73240375852336),4451777,Strada,-73.8489894782,40.7324037585,Active,Queens,1026101.94975,206147.091693
POINT (-73.84925975600366 40.73299878299946),4451778,Strada,-73.849259756,40.732998783,Active,Queens,1026026.67037,206363.748411
POINT (-73.84917477876395 40.73311393243822),4451779,Strada,-73.8491747788,40.7331139324,Active,Queens,1026050.149,206405.741438
POINT (-73.84960627008668 40.733662146976215),4451780,Strada,-73.8496062701,40.733662147,Active,Queens,1025930.22142,206605.267285
POINT (-73.84963401182742 40.733743375829384),4451781,Strada,-73.8496340118,40.7337433758,Active,Queens,1025922.48226,206634.848263
POINT (-73.85006593557505 40.734027668786844),4451782,Strada,-73.8500659356,40.7340276688,Active,Queens,1025802.60159,206738.219775
POINT (-73.84997726031798 40.73432046375784),4451783,Strada,-73.8499772603,40.7343204638,Active,Queens,1025826.99426,206844.936097
POINT (-73.88793667346093 40.70140012239834),4361762,Strada,-73.8879366735,40.7014001224,Active,Queens,1015322.3509,194835.320681
POINT (-73.88721861543048 40.70146385632632),4361761,Strada,-73.8872186154,40.7014638563,Active,Queens,1015521.42038,194858.796356
POINT (-73.88594829009986 40.70156941438668),4361760,Strada,-73.8859482901,40.7015694144,Active,Queens,1015873.59914,194897.71032
POINT (-73.88517436793482 40.701634120287046),4361759,Strada,-73.8851743679,40.7016341203,Active,Queens,1016088.15678,194921.564931
POINT (-73.88416817080514 40.70171897327347),4361758,Strada,-73.8841681708,40.7017189733,Active,Queens,1016367.108,194952.846693
POINT (-73.88327647369121 40.70179262139689),4361757,Strada,-73.8832764737,40.7017926214,Active,Queens,1016614.31616,194980.007071
POINT (-73.88225782150249 40.701876834507416),4361756,Strada,-73.8822578215,40.7018768345,Active,Queens,1016896.7198,195011.066392
POINT (-73.88161455225885 40.70193184076924),4361755,Strada,-73.8816145523,40.7019318408,Active,Queens,1017075.05376,195031.347192
POINT (-73.8807305324817 40.70199877725448),4361754,Strada,-73.8807305325,40.7019987773,Active,Queens,1017320.13496,195056.066631
POINT (-73.87038706102959 40.70284033228945),4361753,Strada,-73.870387061,40.7028403323,Active,Queens,1020187.63874,195366.744159
POINT (-73.91202155040487 40.77713735257845),4181672,Strada,-73.9120215504,40.7771373526,Active,Queens,1008616.50736,222421.154289
POINT (-73.90923161877608 40.77857861987606),4181656,Strada,-73.9092316188,40.7785786199,Active,Queens,1009388.66231,222947.044641
POINT (-73.9087486311286 40.778234938886314),4181655,Strada,-73.9087486311,40.7782349389,Active,Queens,1009522.55804,222821.969104
POINT (-73.8905291842339 40.77068909908426),4181695,Strada,-73.8905291842,40.7706890991,Active,Queens,1014571.96526,220078.55005
POINT (-73.89233814176329 40.770498735988504),4181694,Strada,-73.8923381418,40.770498736,Active,Queens,1014070.9935,220008.573484
POINT (-73.89327078421306 40.770400394256534),4181693,Strada,-73.8932707842,40.7704003943,Active,Queens,1013812.70694,219972.428215
POINT (-73.94123975299463 40.75085532790367),4152103,Strada,-73.941239753,40.7508553279,Active,Queens,1000530.66001,212838.970697
POINT (-73.94162158672938 40.75102026333466),4152104,Strada,-73.9416215867,40.7510202633,Active,Queens,1000424.82558,212898.991246
POINT (-73.94281253120668 40.74731039763806),4152052,Strada,-73.9428125312,40.7473103976,Active,Queens,1000095.7347,211547.150446
POINT (-73.93930921869119 40.74813774718232),4152049,Strada,-73.9393092187,40.7481377472,Active,Queens,1001066.23768,211849.233503
POINT (-73.93988187146361 40.74793173607169),4152048,Strada,-73.9398818715,40.7479317361,Active,Queens,1000907.61825,211774.067643
POINT (-73.94390750339221 40.74984053943628),4152105,Strada,-73.9439075034,40.7498405394,Active,Queens,999791.745151,212468.766057
POINT (-73.95302022139356 40.74689406454298),4152155,Strada,-73.9530202214,40.7468940645,Inactive,Queens,997267.428349,211393.785267
POINT (-73.95657202911187 40.74546024374329),4152143,Strada,-73.9565720291,40.7454602437,Active,Queens,996283.532023,210870.890644
POINT (-73.95324952660775 40.74628698591089),4152150,Strada,-73.9532495266,40.7462869859,Active,Queens,997204.009185,211172.573111
POINT (-73.95682102055693 40.7458338206843),4152144,Strada,-73.9568210206,40.7458338207,Active,Queens,996214.471466,211006.96255
POINT (-73.95568248464949 40.745600872914025),4152142,Strada,-73.9556824846,40.7456008729,Active,Queens,996529.991504,210922.249793
POINT (-73.95369636053418 40.74555261415956),4152149,Strada,-73.9536963605,40.7455526142,Active,Queens,997080.338172,210904.952256
POINT (-73.95339140556042 40.745096790644055),4152133,Strada,-73.9533914056,40.7450967906,Active,Queens,997164.926914,210738.926013
POINT (-73.95319194452404 40.74569027153431),4152132,Strada,-73.9531919445,40.7456902715,Active,Queens,997220.080675,210955.179517
POINT (-73.95291304589627 40.74652389728902),4152131,Strada,-73.9529130459,40.7465238973,Inactive,Queens,997297.197647,211258.93744
POINT (-73.95230139119893 40.7478557972385),4152130,Strada,-73.9523013912,40.7478557972,Active,Queens,997466.415156,211744.282926
POINT (-73.95363240140155 40.74388430778178),4152125,Strada,-73.9536324014,40.7438843078,Active,Queens,997098.382428,210297.144416
POINT (-73.95331180340352 40.74408903637487),4152141,Strada,-73.9533118034,40.7440890364,Active,Queens,997187.179822,210371.78075
POINT (-73.95157103039381 40.74375267703333),4152140,Strada,-73.9515710304,40.743752677,Active,Queens,997669.611272,210249.496217
POINT (-73.95316725386323 40.74526766902224),4152127,Strada,-73.9531672539,40.745267669,Active,Queens,997227.004546,210801.215586
POINT (-73.95317807898752 40.744801540520584),4152147,Strada,-73.953178079,40.7448015405,Active,Queens,997224.095759,210631.388498
POINT (-73.95392773595142 40.742992737131395),4152124,Strada,-73.953927736,40.7429927371,Active,Queens,997016.716581,209972.273675
POINT (-73.95342462406842 40.74450613648208),4152126,Strada,-73.9534246241,40.7445061365,Active,Queens,997155.836709,210523.726968
POINT (-73.95316638383451 40.74471152741241),4152148,Strada,-73.9531663838,40.7447115274,Active,Queens,997227.353955,210598.595585
POINT (-73.890369419655 40.74672274530063),4122291,Strada,-73.8903694197,40.7467227453,Active,Queens,1014627.14593,211346.886411
POINT (-73.88802284030521 40.747143736993465),4122295,Strada,-73.8880228403,40.747143737,Active,Queens,1015277.1548,211501.089515
POINT (-73.89002443819253 40.74693346286277),4122292,Strada,-73.8900244382,40.7469334629,Active,Queens,1014722.63917,211423.777333
POINT (-73.8895849719989 40.74682822338754),4122293,Strada,-73.889584972,40.7468282234,Active,Queens,1014844.45717,211385.588433
POINT (-73.88620849661828 40.74733477627992),4122297,Strada,-73.8862084966,40.7473347763,Active,Queens,1015779.79093,211571.339046
POINT (-73.88704193192663 40.74724525958673),4122296,Strada,-73.8870419319,40.7472452596,Active,Queens,1015548.90163,211538.426382
POINT (-73.88889055194201 40.747052522977356),4122294,Strada,-73.8888905519,40.747052523,Active,Queens,1015036.76748,211467.551196
POINT (-73.88409915586605 40.748236405705555),4122392,Strada,-73.8840991559,40.7482364057,Active,Queens,1016363.82027,211900.597574
POINT (-73.88424630741497 40.749033324014746),4122391,Strada,-73.8842463074,40.749033324,Active,Queens,1016322.66386,212190.886363
POINT (-73.88525113011387 40.74941674497375),4122393,Strada,-73.8852511301,40.749416745,Active,Queens,1016044.06796,212330.212528
POINT (-73.88496551958231 40.74784482787088),4122394,Strada,-73.8849655196,40.7478448279,Active,Queens,1016123.9556,211757.616889
POINT (-73.88513681474755 40.749388143499715),4122395,Strada,-73.8851368147,40.7493881435,Active,Queens,1016075.75556,212319.833612
POINT (-73.88397494681927 40.748249788258384),4122390,Strada,-73.8839749468,40.7482497883,Active,Queens,1016398.22965,211905.518824
POINT (-73.88406414731197 40.74874817900137),4122389,Strada,-73.8840641473,40.748748179,Active,Queens,1016373.27367,212087.065705
POINT (-73.88417293677567 40.749341015585884),4122388,Strada,-73.8841729368,40.7493410156,Active,Queens,1016342.84492,212303.015076
POINT (-73.88339083645053 40.74961644432265),4122386,Strada,-73.8833908365,40.7496164443,Active,Queens,1016559.41208,212403.650046
POINT (-73.88311622212889 40.748092146275425),4122385,Strada,-73.8831162221,40.7480921463,Active,Queens,1016636.24165,211848.401156
POINT (-73.88463148391597 40.74761893116917),4122342,Strada,-73.8846314839,40.7476189312,Active,Queens,1016216.61913,211675.437263
POINT (-73.88345513712731 40.747742649023216),4122341,Strada,-73.8834551371,40.747742649,Active,Queens,1016542.5043,211720.943078
POINT (-73.90647425305039 40.76808112177351),4072282,Strada,-73.9064742531,40.7680811218,Active,Queens,1010156.40881,219123.260294
POINT (-73.917543610437 40.76475062566364),4072251,Strada,-73.9175436104,40.7647506257,Active,Queens,1007091.36638,217906.770929
POINT (-73.91825040759316 40.76524103616006),4072248,Strada,-73.9182504076,40.7652410362,Active,Queens,1006895.40877,218085.260073
POINT (-73.91696263637883 40.76475559791247),4072252,Strada,-73.9169626364,40.7647555979,Active,Queens,1007252.3011,217908.734508
POINT (-73.91647354651764 40.764863630879056),4072272,Strada,-73.9164735465,40.7648636309,Active,Queens,1007387.74702,217948.223274
POINT (-73.91678898024016 40.764473573301515),4072244,Strada,-73.9167889802,40.7644735733,Active,Queens,1007300.50343,217806.029333
POINT (-73.91699366027056 40.76489674191925),4072273,Strada,-73.9169936603,40.7648967419,Active,Queens,1007243.6584,217960.149759
POINT (-73.91755273457669 40.76488953950302),4072250,Strada,-73.9175527346,40.7648895395,Active,Queens,1007088.79125,217957.379424
POINT (-73.91768942925813 40.76509796803548),4072249,Strada,-73.9176894293,40.765097968,Active,Queens,1007050.85399,218033.281175
POINT (-73.91788424268476 40.76531464863575),4072276,Strada,-73.9178842427,40.7653146486,Active,Queens,1006996.81473,218112.17439
POINT (-73.91729111254232 40.76521524272195),4072275,Strada,-73.9172911125,40.7652152427,Inactive,Queens,1007161.15134,218076.112126
POINT (-73.91796339130788 40.76559524273785),4072277,Strada,-73.9179633913,40.7655952427,Active,Queens,1006974.79411,218214.383503
POINT (-73.92470104510045 40.75593377334168),4072164,Strada,-73.9247010451,40.7559337733,Active,Queens,1005111.43661,214692.71863
POINT (-73.92396397332531 40.75427599499638),4072170,Strada,-73.9239639733,40.754275995,Active,Queens,1005316.1652,214088.912751
POINT (-73.92361350102588 40.75470629130893),4072169,Strada,-73.923613501,40.7547062913,Active,Queens,1005413.12859,214245.76808
POINT (-73.9232624195259 40.755140306114356),4072168,Strada,-73.9232624195,40.7551403061,Active,Queens,1005510.25832,214403.978722
POINT (-73.92322099013413 40.75639087091843),4072175,Strada,-73.9232209901,40.7563908709,Active,Queens,1005521.33704,214859.610029
POINT (-73.92431957449199 40.7582369089602),4072174,Strada,-73.9243195745,40.758236909,Active,Queens,1005216.39736,215531.916755
POINT (-73.92339965163062 40.754817734565194),4072167,Strada,-73.9233996516,40.7548177346,Active,Queens,1005472.34075,214286.422199
POINT (-73.92311197564571 40.755171066124426),4072166,Strada,-73.9231119756,40.7551710661,Active,Queens,1005551.92917,214415.222138
POINT (-73.92272641115618 40.75565232018562),4072178,Strada,-73.9227264112,40.7556523202,Active,Queens,1005658.59562,214590.652561
POINT (-73.92179701366783 40.75679482350577),4072177,Strada,-73.9217970137,40.7567948235,Active,Queens,1005915.71289,215007.132043
POINT (-73.92276695618425 40.75575735533174),4072176,Strada,-73.9227669562,40.7557573553,Active,Queens,1005647.32891,214628.910359
POINT (-73.92327875680046 40.75574478048365),4072172,Strada,-73.9232787568,40.7557447805,Active,Queens,1005505.53917,214624.204331
POINT (-73.92331747287534 40.75563403327113),4072163,Strada,-73.9233174729,40.7556340333,Active,Queens,1005494.84825,214583.846144
POINT (-73.92346701437677 40.757965423302814),4072189,Strada,-73.9234670144,40.7579654233,Active,Queens,1005452.67576,215433.210916
POINT (-73.92269795013698 40.75547154530356),4072171,Strada,-73.9226979501,40.7554715453,Active,Queens,1005666.53885,214524.797378
POINT (-73.92439436109842 40.756139878278546),4072173,Strada,-73.9243943611,40.7561398783,Active,Queens,1005196.33802,214767.882522
POINT (-73.95091929366744 40.826077298358406),1228483,Strada,-73.9509192937,40.8260772984,Active,Manhattan,997833.401299,240243.262017
POINT (-73.95022388115098 40.82702789102975),1228482,Strada,-73.9502238812,40.827027891,Active,Manhattan,998025.664366,240589.706206
